date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:33:41	253668/253668	---M--	200	added ('OK')	application/javascript	date:Wed,%2005%20Dec%202018%2008:16:20%20GMT	https://herfybd.com/assets/js/jquery-ui.min.js	C:/My%20Web%20Sites/arbi/herfybd.com/assets/js/jquery-ui.min.js	(from https://herfybd.com/)
22:33:41	113251/113251	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:33:56%20GMT	https://herfybd.com/menu/burger.ashx	C:/My%20Web%20Sites/arbi/herfybd.com/menu/burger.html	(from https://herfybd.com/)
22:33:41	79187/79187	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:33:56%20GMT	https://herfybd.com/menu/chickenitem.ashx	C:/My%20Web%20Sites/arbi/herfybd.com/menu/chickenitem.html	(from https://herfybd.com/)
22:33:42	71558/71558	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:33:56%20GMT	https://herfybd.com/menu/kiddiemeal.ashx	C:/My%20Web%20Sites/arbi/herfybd.com/menu/kiddiemeal.html	(from https://herfybd.com/)
22:33:42	68090/68090	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:33:57%20GMT	https://herfybd.com/menu/ricesalad.ashx	C:/My%20Web%20Sites/arbi/herfybd.com/menu/ricesalad.html	(from https://herfybd.com/)
22:33:42	75386/75386	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:33:57%20GMT	https://herfybd.com/menu/sideswraps.ashx	C:/My%20Web%20Sites/arbi/herfybd.com/menu/sideswraps.html	(from https://herfybd.com/)
22:33:42	61167/61167	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:33:57%20GMT	https://herfybd.com/menu/milkshakes.ashx	C:/My%20Web%20Sites/arbi/herfybd.com/menu/milkshakes.html	(from https://herfybd.com/)
22:33:42	67964/67964	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:33:57%20GMT	https://herfybd.com/menu/mocktail.ashx	C:/My%20Web%20Sites/arbi/herfybd.com/menu/mocktail.html	(from https://herfybd.com/)
22:33:43	69908/69908	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:33:57%20GMT	https://herfybd.com/menu/drinks.ashx	C:/My%20Web%20Sites/arbi/herfybd.com/menu/drinks.html	(from https://herfybd.com/)
22:33:43	77795/77795	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:33:58%20GMT	https://herfybd.com/location.ashx	C:/My%20Web%20Sites/arbi/herfybd.com/location.html	(from https://herfybd.com/)
22:33:43	68012/68012	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:33:58%20GMT	https://herfybd.com/gulshan.ashx	C:/My%20Web%20Sites/arbi/herfybd.com/gulshan.html	(from https://herfybd.com/)
22:33:43	64789/64789	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:33:58%20GMT	https://herfybd.com/banani.ashx	C:/My%20Web%20Sites/arbi/herfybd.com/banani.html	(from https://herfybd.com/)
22:33:44	64937/64937	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:33:58%20GMT	https://herfybd.com/uttara.ashx	C:/My%20Web%20Sites/arbi/herfybd.com/uttara.html	(from https://herfybd.com/)
22:33:44	73274/73274	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:33:59%20GMT	https://herfybd.com/offer.ashx	C:/My%20Web%20Sites/arbi/herfybd.com/offer.html	(from https://herfybd.com/)
22:33:44	122037/122037	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:33:59%20GMT	https://herfybd.com/about.ashx	C:/My%20Web%20Sites/arbi/herfybd.com/about.html	(from https://herfybd.com/)
22:33:44	77294/77294	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:33:59%20GMT	https://herfybd.com/contact.ashx	C:/My%20Web%20Sites/arbi/herfybd.com/contact.html	(from https://herfybd.com/)
22:33:45	0/0	---MC-	301	error ('Moved%20Permanently')	application/cgi	date:Wed,%2030%20Sep%202020%2004:33:59%20GMT	http://herfybd.com/webmail	C:/My%20Web%20Sites/arbi/herfybd.com/webmail.2c.delayed	(from https://herfybd.com/)
22:33:46	16370/16370	---M--	200	added ('OK')	image/gif	date:Thu,%2020%20Dec%202018%2011:16:51%20GMT	https://herfybd.com//assets/image/homedelivery.gif	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/homedelivery.gif	(from https://herfybd.com/)
22:33:46	172369/172369	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Dec%202018%2006:12:58%20GMT	https://herfybd.com/assets/image/background-home-top.jpg	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/background-home-top.jpg	(from https://herfybd.com/)
22:33:46	14484/14484	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Oct%202018%2012:09:40%20GMT	https://herfybd.com/assets/image/burger_illustration_1.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/burger_illustration_1.png	(from https://herfybd.com/)
22:33:47	14811/14811	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Dec%202018%2007:03:54%20GMT	https://herfybd.com/assets/image/friedchicken.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/friedchicken.png	(from https://herfybd.com/)
22:33:47	14817/14817	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Oct%202018%2012:09:40%20GMT	https://herfybd.com/assets/image/burger_illustration_2.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/burger_illustration_2.png	(from https://herfybd.com/)
22:33:47	10648/10648	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Dec%202018%2007:03:41%20GMT	https://herfybd.com/assets/image/burger_illustration_3.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/burger_illustration_3.png	(from https://herfybd.com/)
22:33:47	22430/22430	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Dec%202018%2007:03:49%20GMT	https://herfybd.com/assets/image/french_fries_icon.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/french_fries_icon.png	(from https://herfybd.com/)
22:33:47	60859/60859	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:02%20GMT	https://herfybd.com/menu/icecream.ashx	C:/My%20Web%20Sites/arbi/herfybd.com/menu/icecream.html	(from https://herfybd.com/)
22:33:48	13519/13519	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Dec%202018%2007:03:45%20GMT	https://herfybd.com/assets/image/burger_illustration_4.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/burger_illustration_4.png	(from https://herfybd.com/)
22:33:48	90004/90004	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:03%20GMT	https://herfybd.com/item/1	C:/My%20Web%20Sites/arbi/herfybd.com/item/1.html	(from https://herfybd.com/)
22:33:48	30034/30034	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:33:04%20GMT	https://herfybd.com/assets/image/small/combo_big_herfy.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/small/combo_big_herfy.png	(from https://herfybd.com/)
22:33:48	88119/88119	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:03%20GMT	https://herfybd.com/item/6	C:/My%20Web%20Sites/arbi/herfybd.com/item/6.html	(from https://herfybd.com/)
22:33:49	27882/27882	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:34:24%20GMT	https://herfybd.com/assets/image/small/combo_chicken_cheese.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/small/combo_chicken_cheese.png	(from https://herfybd.com/)
22:33:49	88135/88135	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:04%20GMT	https://herfybd.com/item/11	C:/My%20Web%20Sites/arbi/herfybd.com/item/11.html	(from https://herfybd.com/)
22:33:49	29825/29825	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:37:26%20GMT	https://herfybd.com/assets/image/small/combo_grilled_chicken.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/small/combo_grilled_chicken.png	(from https://herfybd.com/)
22:33:49	88104/88104	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:04%20GMT	https://herfybd.com/item/10	C:/My%20Web%20Sites/arbi/herfybd.com/item/10.html	(from https://herfybd.com/)
22:33:50	28740/28740	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:34:52%20GMT	https://herfybd.com/assets/image/small/combo_chilli_chicken.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/small/combo_chilli_chicken.png	(from https://herfybd.com/)
22:33:50	88792/88792	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:04%20GMT	https://herfybd.com/item/3	C:/My%20Web%20Sites/arbi/herfybd.com/item/3.html	(from https://herfybd.com/)
22:33:50	28528/28528	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:33:50%20GMT	https://herfybd.com/assets/image/small/combo_cheese_burger.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/small/combo_cheese_burger.png	(from https://herfybd.com/)
22:33:50	87343/87343	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:05%20GMT	https://herfybd.com/item/2	C:/My%20Web%20Sites/arbi/herfybd.com/item/2.html	(from https://herfybd.com/)
22:33:50	26830/26830	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:41:02%20GMT	https://herfybd.com/assets/image/small/combo_veggi_burger.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/small/combo_veggi_burger.png	(from https://herfybd.com/)
22:33:51	89683/89683	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:05%20GMT	https://herfybd.com/item/4	C:/My%20Web%20Sites/arbi/herfybd.com/item/4.html	(from https://herfybd.com/)
22:33:51	154386/154386	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Oct%202018%2012:09:46%20GMT	https://herfybd.com/assets/uploads/background-offers-slider-bg.jpg	C:/My%20Web%20Sites/arbi/herfybd.com/assets/uploads/background-offers-slider-bg.jpg	(from https://herfybd.com/)
22:33:51	23262/23262	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Dec%202018%2011:18:47%20GMT	https://herfybd.com/assets/image/small/angus_burger_combo.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/small/angus_burger_combo.png	(from https://herfybd.com/)
22:33:51	91137/91137	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:06%20GMT	https://herfybd.com/item/7	C:/My%20Web%20Sites/arbi/herfybd.com/item/7.html	(from https://herfybd.com/)
22:33:51	21289/21289	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Dec%202018%2011:18:50%20GMT	https://herfybd.com/assets/image/small/Super-Angus.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/small/Super-Angus.png	(from https://herfybd.com/)
22:33:52	90326/90326	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:06%20GMT	https://herfybd.com/item/5	C:/My%20Web%20Sites/arbi/herfybd.com/item/5.html	(from https://herfybd.com/)
22:33:52	27715/27715	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:40:32%20GMT	https://herfybd.com/assets/image/small/combo_turky_burger.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/small/combo_turky_burger.png	(from https://herfybd.com/)
22:33:52	88164/88164	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:07%20GMT	https://herfybd.com/item/16	C:/My%20Web%20Sites/arbi/herfybd.com/item/16.html	(from https://herfybd.com/)
22:33:52	26736/26736	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:38:50%20GMT	https://herfybd.com/assets/image/small/combo_super_fish_fillet.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/small/combo_super_fish_fillet.png	(from https://herfybd.com/)
22:33:52	90040/90040	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:07%20GMT	https://herfybd.com/item/17	C:/My%20Web%20Sites/arbi/herfybd.com/item/17.html	(from https://herfybd.com/)
22:33:53	27968/27968	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:39:16%20GMT	https://herfybd.com/assets/image/small/combo_super_herfy.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/small/combo_super_herfy.png	(from https://herfybd.com/)
22:33:53	88919/88919	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:08%20GMT	https://herfybd.com/item/12	C:/My%20Web%20Sites/arbi/herfybd.com/item/12.html	(from https://herfybd.com/)
22:33:53	21269/21269	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Dec%202018%2009:51:51%20GMT	https://herfybd.com/assets/image/small/Super-Chicken.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/small/Super-Chicken.png	(from https://herfybd.com/)
22:33:53	88159/88159	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:08%20GMT	https://herfybd.com/item/13	C:/My%20Web%20Sites/arbi/herfybd.com/item/13.html	(from https://herfybd.com/)
22:33:54	27811/27811	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:38:20%20GMT	https://herfybd.com/assets/image/small/combo_super_chilli_chicken.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/small/combo_super_chilli_chicken.png	(from https://herfybd.com/)
22:33:54	89558/89558	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:09%20GMT	https://herfybd.com/item/8	C:/My%20Web%20Sites/arbi/herfybd.com/item/8.html	(from https://herfybd.com/)
22:33:54	27882/27882	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:36:16%20GMT	https://herfybd.com/assets/image/small/combo_double_herfy.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/small/combo_double_herfy.png	(from https://herfybd.com/)
22:33:54	88147/88147	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:09%20GMT	https://herfybd.com/item/9	C:/My%20Web%20Sites/arbi/herfybd.com/item/9.html	(from https://herfybd.com/)
22:33:54	30343/30343	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:35:20%20GMT	https://herfybd.com/assets/image/small/combo_double_beef.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/small/combo_double_beef.png	(from https://herfybd.com/)
22:33:55	88152/88152	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:09%20GMT	https://herfybd.com/item/14	C:/My%20Web%20Sites/arbi/herfybd.com/item/14.html	(from https://herfybd.com/)
22:33:55	27389/27389	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:35:48%20GMT	https://herfybd.com/assets/image/small/combo_double_chicken.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/small/combo_double_chicken.png	(from https://herfybd.com/)
22:33:55	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2004:34:10%20GMT	https://herfybd.com/assets/uploads/hero_inner_blog.jpg	C:/My%20Web%20Sites/arbi/herfybd.com/assets/uploads/hero_inner_blog.jpg	(from https://herfybd.com/)
22:33:55	67255/67255	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:10%20GMT	https://herfybd.com/item/26	C:/My%20Web%20Sites/arbi/herfybd.com/item/26.html	(from https://herfybd.com/)
22:33:56	29433/29433	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:30:14%20GMT	https://herfybd.com/assets/image/small/chickennugget.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/small/chickennugget.png	(from https://herfybd.com/)
22:33:56	67328/67328	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:11%20GMT	https://herfybd.com/item/27	C:/My%20Web%20Sites/arbi/herfybd.com/item/27.html	(from https://herfybd.com/)
22:33:56	26401/26401	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:22:50%20GMT	https://herfybd.com/assets/image/small/bbbg.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/small/bbbg.png	(from https://herfybd.com/)
22:33:56	67156/67156	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:11%20GMT	https://herfybd.com/item/28	C:/My%20Web%20Sites/arbi/herfybd.com/item/28.html	(from https://herfybd.com/)
22:33:57	27176/27176	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:29:30%20GMT	https://herfybd.com/assets/image/small/Chickendrumstick.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/small/Chickendrumstick.png	(from https://herfybd.com/)
22:33:57	67330/67330	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:11%20GMT	https://herfybd.com/item/29	C:/My%20Web%20Sites/arbi/herfybd.com/item/29.html	(from https://herfybd.com/)
22:33:57	30579/30579	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:25:14%20GMT	https://herfybd.com/assets/image/small/chbbg.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/small/chbbg.png	(from https://herfybd.com/)
22:33:57	67251/67251	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:12%20GMT	https://herfybd.com/item/30	C:/My%20Web%20Sites/arbi/herfybd.com/item/30.html	(from https://herfybd.com/)
22:33:58	27630/27630	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Dec%202018%2019:43:02%20GMT	https://herfybd.com/assets/image/small/cpoc.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/small/cpoc.png	(from https://herfybd.com/)
22:33:58	73734/73734	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:12%20GMT	https://herfybd.com/item/58	C:/My%20Web%20Sites/arbi/herfybd.com/item/58.html	(from https://herfybd.com/)
22:33:58	18863/18863	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Aug%202019%2012:55:21%20GMT	https://herfybd.com/assets/image/small/spicy_chicken_wrap.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/small/spicy_chicken_wrap.png	(from https://herfybd.com/)
22:33:58	72543/72543	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:13%20GMT	https://herfybd.com/item/44	C:/My%20Web%20Sites/arbi/herfybd.com/item/44.html	(from https://herfybd.com/)
22:33:58	17762/17762	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Dec%202018%2011:18:44%20GMT	https://herfybd.com/assets/image/small/Chicken-Tortilla.png	C:/My%20Web%20Sites/arbi/herfybd.com/assets/image/small/Chicken-Tortilla.png	(from https://herfybd.com/)
22:33:58	74802/74802	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202020%2004:34:13%20GMT	https://herfybd.com/item/45	C:/My%20Web%20Sites/arbi/herfybd.com/item/45.html	(from https://herfybd.com/)
